Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities,lat,long
Palestine,West Bank,Jericho,PSE,PS0135,PS01,June,2017,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,June,2017,8,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,June,2017,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,June,2017,12,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,June,2017,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,June,2017,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,June,2017,1,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,July,2017,3,1,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,July,2017,1,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,July,2017,5,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,July,2017,3,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,July,2017,0,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,July,2017,36,10,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,July,2017,14,4,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,July,2017,18,2,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,July,2017,4,2,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,July,2017,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,July,2017,8,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,July,2017,4,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,July,2017,12,4,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,July,2017,2,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,July,2017,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,July,2017,2,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,August,2017,1,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,August,2017,2,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,August,2017,2,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,August,2017,2,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,August,2017,2,1,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,August,2017,9,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,August,2017,5,1,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,August,2017,7,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,August,2017,3,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,August,2017,2,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,August,2017,6,2,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,August,2017,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,August,2017,11,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,August,2017,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,August,2017,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,August,2017,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,September,2017,0,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,September,2017,0,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,September,2017,0,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,September,2017,1,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,September,2017,1,1,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,September,2017,8,4,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,September,2017,6,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,September,2017,14,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,September,2017,2,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,September,2017,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,September,2017,10,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,September,2017,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,September,2017,4,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,September,2017,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,September,2017,2,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,September,2017,2,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,October,2017,3,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,October,2017,2,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,October,2017,1,12,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,October,2017,3,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,October,2017,0,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,October,2017,7,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,October,2017,4,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,October,2017,12,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,October,2017,5,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,October,2017,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,October,2017,7,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,October,2017,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,October,2017,3,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,October,2017,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,October,2017,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,October,2017,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,November,2017,1,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,November,2017,2,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,November,2017,1,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,November,2017,1,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,November,2017,0,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,November,2017,4,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,November,2017,4,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,November,2017,6,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,November,2017,0,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,November,2017,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,November,2017,9,1,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,November,2017,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,November,2017,1,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,November,2017,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,November,2017,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,November,2017,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,December,2017,4,2,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,December,2017,10,1,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,December,2017,7,1,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,December,2017,11,2,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,December,2017,1,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,December,2017,32,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,December,2017,8,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,December,2017,29,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,December,2017,6,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,December,2017,4,1,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,December,2017,33,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,December,2017,9,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,December,2017,25,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,December,2017,7,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,December,2017,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,December,2017,3,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,January,2018,3,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,January,2018,11,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,January,2018,10,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,January,2018,7,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,January,2018,7,2,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,January,2018,60,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,January,2018,19,1,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,January,2018,26,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,January,2018,18,2,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,January,2018,9,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,January,2018,64,4,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,January,2018,26,1,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,January,2018,55,2,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,January,2018,10,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,January,2018,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,January,2018,3,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,February,2018,4,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,February,2018,8,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,February,2018,8,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,February,2018,8,1,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,February,2018,6,2,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,February,2018,43,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,February,2018,23,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,February,2018,28,1,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,February,2018,14,2,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,February,2018,10,1,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,February,2018,51,1,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,February,2018,25,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,February,2018,68,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,February,2018,19,1,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,February,2018,3,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,February,2018,6,1,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,March,2018,5,7,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,March,2018,13,3,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,March,2018,8,2,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,March,2018,11,7,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,March,2018,2,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,March,2018,26,3,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,March,2018,11,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,March,2018,24,1,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,March,2018,7,2,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,March,2018,6,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,March,2018,33,1,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,March,2018,20,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,March,2018,48,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,March,2018,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,March,2018,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,March,2018,2,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,April,2018,30,1,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,April,2018,35,2,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,April,2018,26,3,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,April,2018,33,3,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,April,2018,26,1,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,April,2018,23,1,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,April,2018,11,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,April,2018,24,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,April,2018,9,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,April,2018,5,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,April,2018,38,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,April,2018,10,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,April,2018,47,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,April,2018,5,1,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,April,2018,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,April,2018,2,1,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,May,2018,37,7,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,May,2018,27,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,May,2018,24,11,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,May,2018,33,1,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,May,2018,28,4,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,May,2018,36,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,May,2018,9,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,May,2018,31,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,May,2018,3,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,May,2018,5,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,May,2018,29,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,May,2018,8,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,May,2018,27,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,May,2018,2,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,May,2018,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,May,2018,3,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,June,2018,22,1,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,June,2018,25,2,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,June,2018,28,3,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,June,2018,22,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,June,2018,10,1,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,June,2018,19,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,June,2018,15,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,June,2018,34,2,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,June,2018,9,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,June,2018,1,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,June,2018,23,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,June,2018,10,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,June,2018,30,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,June,2018,2,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,June,2018,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,June,2018,6,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,July,2018,13,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,July,2018,23,14,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,July,2018,12,2,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,July,2018,22,4,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,July,2018,11,3,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,July,2018,14,2,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,July,2018,7,1,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,July,2018,24,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,July,2018,5,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,July,2018,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,July,2018,23,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,July,2018,8,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,July,2018,33,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,July,2018,1,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,July,2018,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,July,2018,3,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,August,2018,15,2,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,August,2018,16,1,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,August,2018,10,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,August,2018,16,4,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,August,2018,3,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,August,2018,25,1,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,August,2018,11,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,August,2018,19,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,August,2018,13,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,August,2018,3,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,August,2018,38,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,August,2018,7,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,August,2018,37,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,August,2018,6,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,August,2018,2,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,August,2018,4,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,September,2018,13,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,September,2018,22,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,September,2018,16,3,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,September,2018,32,2,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,September,2018,13,1,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,September,2018,29,1,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,September,2018,21,1,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,September,2018,26,1,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,September,2018,15,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,September,2018,5,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,September,2018,25,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,September,2018,20,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,September,2018,18,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,September,2018,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,September,2018,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,September,2018,2,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,October,2018,23,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,October,2018,15,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,October,2018,28,3,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,October,2018,33,2,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,October,2018,15,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,October,2018,41,1,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,October,2018,10,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,October,2018,27,1,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,October,2018,2,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,October,2018,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,October,2018,38,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,October,2018,32,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,October,2018,32,2,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,October,2018,11,4,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,October,2018,2,1,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,October,2018,19,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,November,2018,19,1,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,November,2018,14,1,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,November,2018,15,19,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,November,2018,23,8,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,November,2018,10,4,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,November,2018,30,1,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,November,2018,19,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,November,2018,28,1,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,November,2018,10,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,November,2018,1,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,November,2018,44,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,November,2018,13,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,November,2018,49,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,November,2018,1,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,November,2018,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,November,2018,10,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,December,2018,2,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,December,2018,6,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,December,2018,3,0,31.3439,34.3025
