Country,Admin1,Admin2,ISO3,Admin2 Pcode,Admin1 Pcode,Month,Year,Events,Fatalities,lat,long
Palestine,West Bank,Hebron,PSE,PS0150,PS01,April,2016,5,1,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,April,2016,2,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,April,2016,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,April,2016,7,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,April,2016,3,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,April,2016,2,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,April,2016,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,April,2016,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,April,2016,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,May,2016,1,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,May,2016,10,6,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,May,2016,2,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,May,2016,1,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,May,2016,4,1,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,May,2016,14,3,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,May,2016,7,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,May,2016,5,1,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,May,2016,0,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,May,2016,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,May,2016,0,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,May,2016,3,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,May,2016,3,2,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,May,2016,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,May,2016,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,May,2016,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,June,2016,0,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,June,2016,3,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,June,2016,0,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,June,2016,0,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,June,2016,0,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,June,2016,16,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,June,2016,6,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,June,2016,11,4,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,June,2016,2,3,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,June,2016,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,June,2016,7,3,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,June,2016,3,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,June,2016,7,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,June,2016,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,June,2016,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,June,2016,2,1,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,July,2016,4,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,July,2016,6,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,July,2016,1,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,July,2016,2,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,July,2016,1,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,July,2016,6,3,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,July,2016,8,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,July,2016,17,7,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,July,2016,1,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,July,2016,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,July,2016,3,1,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,July,2016,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,July,2016,7,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,July,2016,2,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,July,2016,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,July,2016,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,August,2016,3,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,August,2016,3,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,August,2016,0,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,August,2016,1,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,August,2016,1,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,August,2016,8,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,August,2016,7,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,August,2016,9,3,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,August,2016,5,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,August,2016,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,August,2016,8,1,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,August,2016,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,August,2016,4,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,August,2016,2,1,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,August,2016,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,August,2016,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,September,2016,6,1,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,September,2016,6,1,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,September,2016,1,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,September,2016,7,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,September,2016,0,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,September,2016,8,4,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,September,2016,4,1,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,September,2016,13,7,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,September,2016,3,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,September,2016,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,September,2016,9,1,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,September,2016,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,September,2016,2,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,September,2016,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,September,2016,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,September,2016,2,1,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,October,2016,3,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,October,2016,7,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,October,2016,3,2,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,October,2016,3,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,October,2016,1,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,October,2016,16,3,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,October,2016,6,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,October,2016,7,4,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,October,2016,5,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,October,2016,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,October,2016,13,1,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,October,2016,1,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,October,2016,7,2,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,October,2016,1,1,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,October,2016,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,October,2016,2,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,November,2016,1,1,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,November,2016,4,1,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,November,2016,0,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,November,2016,1,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,November,2016,0,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,November,2016,14,5,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,November,2016,3,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,November,2016,2,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,November,2016,0,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,November,2016,1,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,November,2016,8,2,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,November,2016,3,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,November,2016,10,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,November,2016,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,November,2016,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,November,2016,2,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,December,2016,1,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,December,2016,2,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,December,2016,2,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,December,2016,1,1,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,December,2016,0,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,December,2016,11,2,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,December,2016,4,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,December,2016,4,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,December,2016,1,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,December,2016,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,December,2016,4,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,December,2016,3,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,December,2016,5,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,December,2016,1,1,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,December,2016,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,December,2016,1,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,January,2017,3,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,January,2017,1,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,January,2017,2,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,January,2017,6,1,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,January,2017,1,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,January,2017,7,6,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,January,2017,4,1,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,January,2017,3,1,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,January,2017,6,1,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,January,2017,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,January,2017,5,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,January,2017,1,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,January,2017,8,0,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,January,2017,1,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,January,2017,2,2,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,January,2017,4,1,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,February,2017,6,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,February,2017,4,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,February,2017,2,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,February,2017,5,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,February,2017,2,2,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,February,2017,8,0,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,February,2017,6,1,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,February,2017,3,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,February,2017,1,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,February,2017,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,February,2017,6,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,February,2017,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,February,2017,6,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,February,2017,2,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,February,2017,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,February,2017,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,March,2017,2,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,March,2017,5,1,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,March,2017,2,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,March,2017,4,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,March,2017,1,1,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,March,2017,12,2,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,March,2017,4,1,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,March,2017,6,2,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,March,2017,6,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,March,2017,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,March,2017,7,2,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,March,2017,2,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,March,2017,8,3,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,March,2017,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,March,2017,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,March,2017,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,April,2017,1,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,April,2017,0,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,April,2017,0,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,April,2017,0,0,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,April,2017,0,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,April,2017,14,1,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,April,2017,4,2,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,April,2017,7,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,April,2017,6,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,April,2017,0,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,April,2017,13,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,April,2017,3,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,April,2017,8,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,April,2017,1,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,April,2017,1,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,April,2017,1,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,May,2017,1,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,May,2017,1,1,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,May,2017,0,0,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,May,2017,5,1,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,May,2017,0,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,May,2017,14,4,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,May,2017,4,1,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,May,2017,9,0,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,May,2017,4,0,32.4667,35.3000
Palestine,West Bank,Jericho,PSE,PS0135,PS01,May,2017,2,0,31.8561,35.4631
Palestine,West Bank,Nablus,PSE,PS0115,PS01,May,2017,14,0,32.2161,35.2661
Palestine,West Bank,Qalqilya,PSE,PS0120,PS01,May,2017,5,0,32.1904,34.9685
Palestine,West Bank,Ramallah,PSE,PS0130,PS01,May,2017,12,1,31.8969,35.2017
Palestine,West Bank,Salfit,PSE,PS0125,PS01,May,2017,0,0,32.0819,35.1822
Palestine,West Bank,Tubas,PSE,PS0105,PS01,May,2017,0,0,32.3222,35.3686
Palestine,West Bank,Tulkarm,PSE,PS0110,PS01,May,2017,0,0,32.3111,35.0308
Palestine,Gaza Strip,Deir al-Balah,PSE,PS0265,PS02,June,2017,2,0,31.4190,34.3516
Palestine,Gaza Strip,Gaza City,PSE,PS0260,PS02,June,2017,4,0,31.5167,34.4500
Palestine,Gaza Strip,Khan Yunis,PSE,PS0270,PS02,June,2017,3,1,31.3439,34.3025
Palestine,Gaza Strip,North Gaza Governorate,PSE,PS0255,PS02,June,2017,3,2,31.5500,34.5000
Palestine,Gaza Strip,Rafah,PSE,PS0275,PS02,June,2017,1,0,31.2886,34.2519
Palestine,West Bank,Jerusalem,PSE,PS0140,PS01,June,2017,16,8,31.7789,35.2256
Palestine,West Bank,Bethlehem,PSE,PS0145,PS01,June,2017,3,0,31.7044,35.2061
Palestine,West Bank,Hebron,PSE,PS0150,PS01,June,2017,8,1,31.5350,35.0986
Palestine,West Bank,Jenin,PSE,PS0101,PS01,June,2017,4,1,32.4667,35.3000
