"OS_NAME,PT_NAME,Timebase,Derivation,Timestamp,Value,Manual"
"BME_TW,RAIN_G,5M,VAL,01:05 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,01:00 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:55 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:50 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:45 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:40 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:35 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:30 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:25 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:20 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:15 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:10 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:05 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,00:00 11-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:55 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:50 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:45 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:40 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:35 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:30 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:25 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:20 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:15 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:10 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:05 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,23:00 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:55 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:50 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:45 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:40 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:35 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:30 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:25 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:20 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:15 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:10 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:05 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,22:00 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:55 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:50 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:45 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:40 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:35 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:30 10-SEP-2011,0.000000,"
"BME_TW,RAIN_G,5M,VAL,21:25 10-SEP-2011,0.000000,"
